 ,Area,Mean,Min,Max
13903,108,255,255,255
13904,75,255,255,255
13905,136,255,255,255
13906,104,255,255,255
13907,127,255,255,255
13908,122,255,255,255
13909,100,255,255,255
13910,83,255,255,255
13911,139,255,255,255
13912,134,255,255,255
13913,58,255,255,255
13914,109,255,255,255
13915,127,255,255,255
13916,96,255,255,255
13917,112,255,255,255
13918,95,255,255,255
13919,125,255,255,255
13920,92,255,255,255
13921,86,255,255,255
13922,126,255,255,255
13923,81,255,255,255
13924,145,255,255,255
13925,132,255,255,255
13926,134,255,255,255
13927,130,255,255,255
13928,151,255,255,255
13929,65,255,255,255
13930,124,255,255,255
13931,176,255,255,255
13932,70,255,255,255
13933,72,255,255,255
13934,115,255,255,255
13935,105,255,255,255
13936,134,255,255,255
13937,93,255,255,255
13938,95,255,255,255
13939,122,255,255,255
13940,82,255,255,255
13941,136,255,255,255
13942,90,255,255,255
13943,154,255,255,255
13944,125,255,255,255
13945,81,255,255,255
13946,78,255,255,255
13947,110,255,255,255
13948,148,255,255,255
13949,149,255,255,255
13950,152,255,255,255
13951,96,255,255,255
13952,136,255,255,255
13953,127,255,255,255
13954,118,255,255,255
13955,129,255,255,255
13956,122,255,255,255
13957,148,255,255,255
13958,113,255,255,255
13959,74,255,255,255
13960,114,255,255,255
13961,99,255,255,255
13962,102,255,255,255
13963,83,255,255,255
13964,115,255,255,255
13965,108,255,255,255
13966,118,255,255,255
13967,74,255,255,255
13968,103,255,255,255
13969,93,255,255,255
13970,97,255,255,255
13971,97,255,255,255
13972,107,255,255,255
13973,106,255,255,255
13974,141,255,255,255
13975,77,255,255,255
13976,156,255,255,255
13977,126,255,255,255
13978,93,255,255,255
13979,117,255,255,255
13980,102,255,255,255
13981,93,255,255,255
13982,83,255,255,255
13983,86,255,255,255
13984,63,255,255,255
13985,107,255,255,255
13986,55,255,255,255
13987,84,255,255,255
13988,84,255,255,255
13989,136,255,255,255
13990,153,255,255,255
13991,119,255,255,255
13992,92,255,255,255
13993,116,255,255,255
13994,147,255,255,255
13995,100,255,255,255
13996,142,255,255,255
13997,109,255,255,255
13998,156,255,255,255
13999,148,255,255,255
14000,141,255,255,255
14001,111,255,255,255
14002,104,255,255,255
14003,104,255,255,255
14004,95,255,255,255
14005,129,255,255,255
14006,43,255,255,255
14007,129,255,255,255
14008,101,255,255,255
14009,98,255,255,255
14010,137,255,255,255
14011,98,255,255,255
14012,76,255,255,255
14013,115,255,255,255
14014,123,255,255,255
14015,163,255,255,255
14016,101,255,255,255
14017,141,255,255,255
14018,118,255,255,255
14019,111,255,255,255
14020,111,255,255,255
14021,101,255,255,255
14022,58,255,255,255
14023,128,255,255,255
14024,91,255,255,255
14025,133,255,255,255
14026,124,255,255,255
14027,78,255,255,255
14028,139,255,255,255
14029,166,255,255,255
14030,140,255,255,255
14031,111,255,255,255
14032,93,255,255,255
14033,140,255,255,255
14034,99,255,255,255
14035,82,255,255,255
14036,145,255,255,255
14037,130,255,255,255
14038,105,255,255,255
14039,104,255,255,255
14040,116,255,255,255
14041,149,255,255,255
14042,147,255,255,255
14043,93,255,255,255
14044,177,255,255,255
14045,106,255,255,255
14046,103,255,255,255
14047,91,255,255,255
14048,90,255,255,255
14049,109,255,255,255
14050,83,255,255,255
14051,83,255,255,255
14052,103,255,255,255
14053,69,255,255,255
14054,108,255,255,255
14055,113,255,255,255
14056,145,255,255,255
14057,95,255,255,255
14058,119,255,255,255
14059,128,255,255,255
14060,92,255,255,255
14061,128,255,255,255
14062,121,255,255,255
14063,140,255,255,255
14064,149,255,255,255
14065,105,255,255,255
14066,84,255,255,255
14067,150,255,255,255
14068,155,255,255,255
14069,115,255,255,255
14070,148,255,255,255
14071,132,255,255,255
14072,118,255,255,255
14073,126,255,255,255
14074,97,255,255,255
14075,88,255,255,255
14076,113,255,255,255
14077,101,255,255,255
14078,80,255,255,255
14079,145,255,255,255
14080,138,255,255,255
14081,156,255,255,255
14082,110,255,255,255
14083,101,255,255,255
14084,143,255,255,255
14085,139,255,255,255
14086,83,255,255,255
14087,165,255,255,255
14088,114,255,255,255
14089,103,255,255,255
14090,139,255,255,255
14091,144,255,255,255
14092,122,255,255,255
14093,126,255,255,255
14094,96,255,255,255
14095,70,255,255,255
14096,70,255,255,255
14097,133,255,255,255
14098,122,255,255,255
14099,125,255,255,255
14100,98,255,255,255
14101,124,255,255,255
14102,109,255,255,255
14103,118,255,255,255
14104,65,255,255,255
14105,139,255,255,255
14106,135,255,255,255
14107,104,255,255,255
14108,111,255,255,255
14109,88,255,255,255
14110,113,255,255,255
14111,112,255,255,255
14112,143,255,255,255
14113,105,255,255,255
14114,66,255,255,255
14115,151,255,255,255
14116,131,255,255,255
14117,119,255,255,255
14118,130,255,255,255
14119,110,255,255,255
14120,120,255,255,255
14121,102,255,255,255
14122,73,255,255,255
14123,92,255,255,255
14124,32,255,255,255
14125,92,255,255,255
14126,120,255,255,255
14127,109,255,255,255
14128,119,255,255,255
14129,124,255,255,255
14130,100,255,255,255
14131,135,255,255,255
14132,150,255,255,255
14133,137,255,255,255
14134,134,255,255,255
14135,96,255,255,255
14136,142,255,255,255
14137,188,255,255,255
14138,154,255,255,255
14139,114,255,255,255
14140,152,255,255,255
14141,159,255,255,255
14142,119,255,255,255
14143,100,255,255,255
14144,111,255,255,255
14145,84,255,255,255
14146,160,255,255,255
14147,174,255,255,255
14148,131,255,255,255
14149,148,255,255,255
14150,163,255,255,255
14151,62,255,255,255
14152,176,255,255,255
14153,195,255,255,255
14154,173,255,255,255
14155,191,255,255,255
14156,135,255,255,255
14157,198,255,255,255
14158,193,255,255,255
14159,131,255,255,255
14160,180,255,255,255
14161,147,255,255,255
14162,173,255,255,255
14163,177,255,255,255
14164,170,255,255,255
14165,147,255,255,255
14166,188,255,255,255
14167,124,255,255,255
14168,100,255,255,255
14169,65,255,255,255
14170,120,255,255,255
14171,90,255,255,255
14172,110,255,255,255
14173,119,255,255,255
14174,109,255,255,255
14175,166,255,255,255
14176,169,255,255,255
14177,166,255,255,255
14178,126,255,255,255
14179,131,255,255,255
14180,117,255,255,255
14181,165,255,255,255
14182,115,255,255,255
14183,184,255,255,255
14184,133,255,255,255
14185,178,255,255,255
14186,24,255,255,255
14187,141,255,255,255
14188,66,255,255,255
14189,151,255,255,255
14190,152,255,255,255
14191,94,255,255,255
14192,68,255,255,255
14193,187,255,255,255
14194,159,255,255,255
14195,104,255,255,255
14196,90,255,255,255
14197,141,255,255,255
14198,71,255,255,255
14199,134,255,255,255
14200,87,255,255,255
14201,202,255,255,255
14202,81,255,255,255
14203,157,255,255,255
14204,125,255,255,255
14205,130,255,255,255
14206,141,255,255,255
14207,102,255,255,255
14208,97,255,255,255
14209,121,255,255,255
14210,97,255,255,255
14211,87,255,255,255
14212,113,255,255,255
14213,141,255,255,255
14214,122,255,255,255
14215,125,255,255,255
14216,130,255,255,255
14217,112,255,255,255
14218,166,255,255,255
14219,107,255,255,255
14220,113,255,255,255
14221,107,255,255,255
14222,138,255,255,255
14223,58,255,255,255
14224,75,255,255,255
14225,91,255,255,255
14226,139,255,255,255
14227,76,255,255,255
14228,110,255,255,255
14229,155,255,255,255
14230,168,255,255,255
14231,107,255,255,255
14232,81,255,255,255
14233,106,255,255,255
14234,88,255,255,255
14235,77,255,255,255
14236,110,255,255,255
14237,112,255,255,255
14238,145,255,255,255
14239,147,255,255,255
14240,144,255,255,255
14241,99,255,255,255
14242,139,255,255,255
14243,69,255,255,255
14244,69,255,255,255
14245,84,255,255,255
14246,133,255,255,255
14247,184,255,255,255
14248,119,255,255,255
14249,141,255,255,255
14250,137,255,255,255
14251,87,255,255,255
14252,89,255,255,255
14253,93,255,255,255
14254,137,255,255,255
14255,158,255,255,255
14256,100,255,255,255
14257,118,255,255,255
14258,86,255,255,255
14259,84,255,255,255
14260,130,255,255,255
14261,105,255,255,255
14262,96,255,255,255
14263,156,255,255,255
14264,98,255,255,255
14265,79,255,255,255
14266,142,255,255,255
14267,119,255,255,255
14268,59,255,255,255
14269,140,255,255,255
14270,132,255,255,255
14271,82,255,255,255
14272,198,255,255,255
14273,122,255,255,255
14274,123,255,255,255
14275,92,255,255,255
14276,102,255,255,255
14277,155,255,255,255
14278,63,255,255,255
14279,129,255,255,255
14280,106,255,255,255
14281,176,255,255,255
14282,101,255,255,255
14283,74,255,255,255
14284,125,255,255,255
14285,187,255,255,255
14286,143,255,255,255
14287,116,255,255,255
14288,142,255,255,255
14289,89,255,255,255
14290,144,255,255,255
14291,72,255,255,255
14292,110,255,255,255
14293,80,255,255,255
14294,183,255,255,255
14295,119,255,255,255
14296,65,255,255,255
14297,164,255,255,255
14298,65,255,255,255
14299,135,255,255,255
14300,84,255,255,255
14301,109,255,255,255
14302,95,255,255,255
14303,110,255,255,255
14304,79,255,255,255
14305,98,255,255,255
14306,179,255,255,255
14307,145,255,255,255
14308,154,255,255,255
14309,100,255,255,255
14310,166,255,255,255
14311,163,255,255,255
14312,179,255,255,255
14313,112,255,255,255
14314,110,255,255,255
14315,152,255,255,255
14316,101,255,255,255
14317,89,255,255,255
14318,163,255,255,255
14319,140,255,255,255
14320,129,255,255,255
14321,110,255,255,255
14322,132,255,255,255
14323,156,255,255,255
14324,219,255,255,255
14325,128,255,255,255
14326,156,255,255,255
14327,61,255,255,255
14328,118,255,255,255
14329,128,255,255,255
14330,116,255,255,255
14331,174,255,255,255
14332,90,255,255,255
14333,90,255,255,255
14334,139,255,255,255
14335,136,255,255,255
14336,154,255,255,255
14337,111,255,255,255
14338,134,255,255,255
14339,164,255,255,255
14340,106,255,255,255
14341,87,255,255,255
14342,149,255,255,255
14343,138,255,255,255
14344,88,255,255,255
14345,103,255,255,255
14346,73,255,255,255
14347,139,255,255,255
14348,134,255,255,255
14349,137,255,255,255
14350,120,255,255,255
14351,107,255,255,255
14352,153,255,255,255
14353,168,255,255,255
14354,155,255,255,255
14355,128,255,255,255
14356,172,255,255,255
14357,128,255,255,255
14358,90,255,255,255
14359,66,255,255,255
14360,122,255,255,255
14361,91,255,255,255
14362,97,255,255,255
14363,111,255,255,255
14364,161,255,255,255
14365,77,255,255,255
14366,173,255,255,255
14367,145,255,255,255
14368,144,255,255,255
14369,191,255,255,255
14370,130,255,255,255
14371,94,255,255,255
14372,161,255,255,255
14373,139,255,255,255
14374,119,255,255,255
14375,127,255,255,255
14376,156,255,255,255
14377,110,255,255,255
14378,121,255,255,255
14379,74,255,255,255
14380,95,255,255,255
14381,157,255,255,255
14382,135,255,255,255
14383,161,255,255,255
14384,102,255,255,255
14385,164,255,255,255
14386,155,255,255,255
14387,152,255,255,255
14388,94,255,255,255
14389,131,255,255,255
14390,115,255,255,255
14391,142,255,255,255
14392,186,255,255,255
14393,147,255,255,255
14394,89,255,255,255
14395,82,255,255,255
14396,119,255,255,255
14397,80,255,255,255
14398,127,255,255,255
14399,76,255,255,255
14400,94,255,255,255
14401,131,255,255,255
14402,171,255,255,255
14403,82,255,255,255
14404,84,255,255,255
14405,120,255,255,255
14406,125,255,255,255
14407,51,255,255,255
14408,193,255,255,255
14409,129,255,255,255
14410,159,255,255,255
14411,109,255,255,255
14412,75,255,255,255
14413,190,255,255,255
14414,163,255,255,255
14415,194,255,255,255
14416,138,255,255,255
14417,99,255,255,255
14418,94,255,255,255
14419,76,255,255,255
14420,111,255,255,255
14421,173,255,255,255
14422,142,255,255,255
14423,98,255,255,255
14424,91,255,255,255
14425,87,255,255,255
14426,154,255,255,255
14427,174,255,255,255
14428,149,255,255,255
14429,179,255,255,255
14430,101,255,255,255
14431,166,255,255,255
14432,148,255,255,255
14433,153,255,255,255
14434,123,255,255,255
14435,94,255,255,255
14436,103,255,255,255
14437,89,255,255,255
14438,135,255,255,255
14439,139,255,255,255
14440,65,255,255,255
14441,138,255,255,255
14442,149,255,255,255
14443,120,255,255,255
14444,169,255,255,255
14445,60,255,255,255
14446,163,255,255,255
14447,131,255,255,255
14448,176,255,255,255
14449,72,255,255,255
14450,88,255,255,255
14451,134,255,255,255
14452,153,255,255,255
14453,103,255,255,255
14454,170,255,255,255
14455,145,255,255,255
14456,148,255,255,255
14457,199,255,255,255
14458,73,255,255,255
14459,89,255,255,255
14460,81,255,255,255
14461,88,255,255,255
14462,118,255,255,255
14463,138,255,255,255
14464,168,255,255,255
14465,85,255,255,255
14466,185,255,255,255
14467,90,255,255,255
14468,105,255,255,255
14469,154,255,255,255
14470,199,255,255,255
14471,127,255,255,255
14472,71,255,255,255
14473,160,255,255,255
14474,154,255,255,255
14475,130,255,255,255
14476,119,255,255,255
14477,131,255,255,255
14478,128,255,255,255
14479,155,255,255,255
14480,60,255,255,255
14481,74,255,255,255
14482,101,255,255,255
14483,170,255,255,255
14484,158,255,255,255
14485,169,255,255,255
14486,143,255,255,255
14487,94,255,255,255
14488,111,255,255,255
14489,126,255,255,255
14490,90,255,255,255
14491,166,255,255,255
14492,129,255,255,255
14493,120,255,255,255
14494,155,255,255,255
14495,78,255,255,255
14496,101,255,255,255
14497,75,255,255,255
14498,102,255,255,255
14499,91,255,255,255
14500,163,255,255,255
14501,165,255,255,255
14502,75,255,255,255
14503,91,255,255,255
14504,166,255,255,255
14505,156,255,255,255
14506,123,255,255,255
14507,135,255,255,255
14508,113,255,255,255
14509,174,255,255,255
14510,87,255,255,255
14511,145,255,255,255
14512,81,255,255,255
14513,48,255,255,255
14514,107,255,255,255
14515,69,255,255,255
14516,158,255,255,255
14517,104,255,255,255
14518,108,255,255,255
14519,109,255,255,255
14520,86,255,255,255
14521,77,255,255,255
14522,186,255,255,255
14523,70,255,255,255
14524,143,255,255,255
14525,90,255,255,255
14526,199,255,255,255
14527,189,255,255,255
14528,114,255,255,255
14529,143,255,255,255
14530,50,255,255,255
14531,109,255,255,255
14532,138,255,255,255
14533,84,255,255,255
14534,66,255,255,255
14535,68,255,255,255
14536,104,255,255,255
14537,61,255,255,255
14538,97,255,255,255
14539,103,255,255,255
14540,78,255,255,255
14541,116,255,255,255
14542,81,255,255,255
14543,81,255,255,255
14544,129,255,255,255
14545,162,255,255,255
14546,151,255,255,255
14547,138,255,255,255
14548,160,255,255,255
14549,115,255,255,255
14550,192,255,255,255
14551,146,255,255,255
14552,156,255,255,255
14553,160,255,255,255
14554,60,255,255,255
14555,129,255,255,255
14556,82,255,255,255
14557,98,255,255,255
14558,89,255,255,255
14559,61,255,255,255
14560,80,255,255,255
14561,66,255,255,255
14562,74,255,255,255
14563,75,255,255,255
14564,108,255,255,255
14565,80,255,255,255
14566,137,255,255,255
14567,168,255,255,255
14568,81,255,255,255
14569,119,255,255,255
14570,178,255,255,255
14571,132,255,255,255
14572,54,255,255,255
14573,132,255,255,255
14574,120,255,255,255
14575,102,255,255,255
14576,58,255,255,255
14577,78,255,255,255
14578,81,255,255,255
14579,92,255,255,255
14580,156,255,255,255
14581,84,255,255,255
14582,122,255,255,255
14583,102,255,255,255
14584,138,255,255,255
14585,95,255,255,255
14586,132,255,255,255
14587,89,255,255,255
14588,106,255,255,255
14589,113,255,255,255
14590,139,255,255,255
14591,136,255,255,255
14592,82,255,255,255
14593,179,255,255,255
14594,159,255,255,255
14595,126,255,255,255
14596,139,255,255,255
14597,140,255,255,255
14598,119,255,255,255
14599,160,255,255,255
14600,156,255,255,255
14601,106,255,255,255
14602,137,255,255,255
14603,76,255,255,255
14604,75,255,255,255
14605,69,255,255,255
14606,90,255,255,255
14607,79,255,255,255
14608,60,255,255,255
14609,124,255,255,255
14610,79,255,255,255
14611,90,255,255,255
14612,135,255,255,255
14613,84,255,255,255
14614,63,255,255,255
14615,129,255,255,255
14616,172,255,255,255
14617,62,255,255,255
14618,84,255,255,255
14619,55,255,255,255
14620,89,255,255,255
14621,154,255,255,255
14622,49,255,255,255
14623,62,255,255,255
14624,116,255,255,255
14625,122,255,255,255
14626,138,255,255,255
14627,63,255,255,255
14628,94,255,255,255
14629,126,255,255,255
14630,134,255,255,255
14631,112,255,255,255
14632,136,255,255,255
14633,56,255,255,255
14634,122,255,255,255
14635,34,255,255,255
14636,48,255,255,255
14637,44,255,255,255
14638,162,255,255,255
14639,117,255,255,255
14640,157,255,255,255
14641,138,255,255,255
14642,91,255,255,255
14643,128,255,255,255
14644,123,255,255,255
14645,52,255,255,255
14646,66,255,255,255
14647,131,255,255,255
14648,79,255,255,255
14649,68,255,255,255
14650,90,255,255,255
14651,135,255,255,255
14652,104,255,255,255
14653,63,255,255,255
14654,124,255,255,255
14655,61,255,255,255
14656,89,255,255,255
14657,153,255,255,255
14658,113,255,255,255
14659,71,255,255,255
14660,91,255,255,255
14661,130,255,255,255
14662,164,255,255,255
14663,146,255,255,255
14664,72,255,255,255
14665,159,255,255,255
14666,87,255,255,255
14667,114,255,255,255
14668,54,255,255,255
14669,79,255,255,255
14670,66,255,255,255
14671,137,255,255,255
14672,157,255,255,255
14673,123,255,255,255
14674,137,255,255,255
14675,121,255,255,255
14676,90,255,255,255
14677,88,255,255,255
14678,148,255,255,255
14679,143,255,255,255
14680,104,255,255,255
14681,98,255,255,255
14682,139,255,255,255
14683,120,255,255,255
14684,117,255,255,255
14685,119,255,255,255
14686,100,255,255,255
14687,85,255,255,255
14688,133,255,255,255
14689,81,255,255,255
14690,125,255,255,255
14691,114,255,255,255
14692,145,255,255,255
14693,100,255,255,255
14694,154,255,255,255
14695,46,255,255,255
14696,64,255,255,255
14697,64,255,255,255
14698,110,255,255,255
14699,63,255,255,255
14700,125,255,255,255
14701,121,255,255,255
14702,77,255,255,255
14703,154,255,255,255
14704,126,255,255,255
14705,81,255,255,255
14706,87,255,255,255
14707,80,255,255,255
14708,159,255,255,255
14709,155,255,255,255
14710,141,255,255,255
14711,162,255,255,255
14712,84,255,255,255
14713,108,255,255,255
14714,124,255,255,255
14715,142,255,255,255
14716,115,255,255,255
14717,92,255,255,255
14718,91,255,255,255
14719,89,255,255,255
14720,125,255,255,255
14721,160,255,255,255
14722,87,255,255,255
14723,138,255,255,255
14724,65,255,255,255
14725,100,255,255,255
14726,57,255,255,255
14727,137,255,255,255
14728,82,255,255,255
14729,181,255,255,255
14730,119,255,255,255
14731,133,255,255,255
14732,94,255,255,255
14733,174,255,255,255
14734,101,255,255,255
14735,171,255,255,255
14736,114,255,255,255
14737,71,255,255,255
14738,68,255,255,255
14739,58,255,255,255
14740,162,255,255,255
14741,88,255,255,255
14742,154,255,255,255
14743,87,255,255,255
14744,82,255,255,255
14745,135,255,255,255
14746,108,255,255,255
14747,122,255,255,255
14748,88,255,255,255
14749,95,255,255,255
14750,97,255,255,255
14751,121,255,255,255
14752,109,255,255,255
14753,129,255,255,255
14754,103,255,255,255
14755,100,255,255,255
14756,102,255,255,255
14757,164,255,255,255
14758,83,255,255,255
14759,64,255,255,255
14760,77,255,255,255
14761,97,255,255,255
14762,149,255,255,255
14763,116,255,255,255
14764,124,255,255,255
14765,87,255,255,255
14766,156,255,255,255
14767,110,255,255,255
14768,67,255,255,255
14769,174,255,255,255
14770,100,255,255,255
14771,86,255,255,255
14772,140,255,255,255
14773,72,255,255,255
14774,206,255,255,255
14775,160,255,255,255
14776,125,255,255,255
14777,108,255,255,255
14778,177,255,255,255
14779,138,255,255,255
14780,140,255,255,255
14781,157,255,255,255
14782,79,255,255,255
14783,152,255,255,255
14784,106,255,255,255
14785,124,255,255,255
14786,166,255,255,255
14787,92,255,255,255
14788,143,255,255,255
14789,113,255,255,255
14790,97,255,255,255
14791,170,255,255,255
14792,96,255,255,255
14793,91,255,255,255
14794,88,255,255,255
14795,106,255,255,255
14796,101,255,255,255
14797,155,255,255,255
14798,139,255,255,255
14799,131,255,255,255
14800,113,255,255,255
14801,148,255,255,255
14802,148,255,255,255
14803,134,255,255,255
14804,140,255,255,255
14805,72,255,255,255
14806,71,255,255,255
14807,180,255,255,255
14808,156,255,255,255
14809,121,255,255,255
14810,80,255,255,255
14811,88,255,255,255
14812,147,255,255,255
14813,119,255,255,255
14814,145,255,255,255
14815,113,255,255,255
14816,100,255,255,255
14817,116,255,255,255
14818,98,255,255,255
14819,151,255,255,255
14820,154,255,255,255
14821,85,255,255,255
14822,171,255,255,255
14823,143,255,255,255
14824,75,255,255,255
14825,199,255,255,255
14826,175,255,255,255
14827,89,255,255,255
14828,207,255,255,255
14829,84,255,255,255
14830,84,255,255,255
14831,121,255,255,255
14832,124,255,255,255
14833,153,255,255,255
14834,109,255,255,255
14835,77,255,255,255
14836,161,255,255,255
14837,88,255,255,255
14838,183,255,255,255
14839,158,255,255,255
14840,101,255,255,255
14841,104,255,255,255
14842,145,255,255,255
14843,99,255,255,255
14844,53,255,255,255
14845,176,255,255,255
14846,143,255,255,255
14847,141,255,255,255
14848,80,255,255,255
14849,167,255,255,255
14850,95,255,255,255
14851,61,255,255,255
14852,111,255,255,255
14853,74,255,255,255
14854,134,255,255,255
14855,95,255,255,255
14856,94,255,255,255
14857,103,255,255,255
14858,160,255,255,255
14859,153,255,255,255
14860,83,255,255,255
14861,100,255,255,255
14862,89,255,255,255
14863,150,255,255,255
14864,192,255,255,255
14865,145,255,255,255
14866,128,255,255,255
14867,88,255,255,255
14868,141,255,255,255
14869,171,255,255,255
14870,103,255,255,255
14871,101,255,255,255
14872,123,255,255,255
14873,144,255,255,255
14874,141,255,255,255
14875,152,255,255,255
14876,174,255,255,255
14877,111,255,255,255
14878,170,255,255,255
14879,168,255,255,255
14880,86,255,255,255
14881,117,255,255,255
14882,91,255,255,255
14883,66,255,255,255
14884,123,255,255,255
14885,84,255,255,255
14886,90,255,255,255
14887,90,255,255,255
14888,93,255,255,255
14889,105,255,255,255
14890,78,255,255,255
14891,123,255,255,255
14892,128,255,255,255
14893,121,255,255,255
14894,149,255,255,255
14895,78,255,255,255
14896,166,255,255,255
14897,136,255,255,255
14898,96,255,255,255
14899,94,255,255,255
14900,128,255,255,255
14901,79,255,255,255
14902,71,255,255,255
14903,115,255,255,255
14904,84,255,255,255
14905,118,255,255,255
14906,109,255,255,255
14907,76,255,255,255
14908,90,255,255,255
14909,59,255,255,255
14910,84,255,255,255
14911,127,255,255,255
14912,66,255,255,255
14913,157,255,255,255
14914,78,255,255,255
14915,150,255,255,255
14916,161,255,255,255
14917,97,255,255,255
14918,99,255,255,255
14919,168,255,255,255
14920,144,255,255,255
14921,123,255,255,255
14922,142,255,255,255
14923,83,255,255,255
14924,158,255,255,255
14925,119,255,255,255
14926,88,255,255,255
14927,102,255,255,255
14928,100,255,255,255
14929,138,255,255,255
14930,110,255,255,255
14931,112,255,255,255
14932,140,255,255,255
14933,103,255,255,255
14934,38,255,255,255
14935,158,255,255,255
14936,84,255,255,255
14937,119,255,255,255
14938,167,255,255,255
14939,156,255,255,255
14940,139,255,255,255
14941,120,255,255,255
14942,130,255,255,255
14943,134,255,255,255
14944,136,255,255,255
14945,98,255,255,255
14946,169,255,255,255
14947,138,255,255,255
14948,134,255,255,255
14949,78,255,255,255
14950,68,255,255,255
14951,138,255,255,255
14952,170,255,255,255
14953,138,255,255,255
14954,85,255,255,255
14955,142,255,255,255
14956,140,255,255,255
14957,119,255,255,255
14958,118,255,255,255
14959,106,255,255,255
14960,157,255,255,255
14961,103,255,255,255
14962,88,255,255,255
14963,113,255,255,255
14964,98,255,255,255
14965,199,255,255,255
14966,136,255,255,255
14967,181,255,255,255
14968,105,255,255,255
14969,179,255,255,255
14970,51,255,255,255
14971,138,255,255,255
14972,102,255,255,255
14973,111,255,255,255
14974,149,255,255,255
14975,194,255,255,255
14976,151,255,255,255
14977,166,255,255,255
14978,146,255,255,255
14979,152,255,255,255
14980,160,255,255,255
14981,104,255,255,255
14982,127,255,255,255
14983,160,255,255,255
14984,148,255,255,255
14985,70,255,255,255
14986,159,255,255,255
14987,185,255,255,255
14988,156,255,255,255
14989,140,255,255,255
14990,188,255,255,255
14991,119,255,255,255
14992,110,255,255,255
14993,140,255,255,255
14994,119,255,255,255
14995,148,255,255,255
14996,148,255,255,255
14997,134,255,255,255
14998,145,255,255,255
14999,127,255,255,255
15000,96,255,255,255
15001,104,255,255,255
15002,174,255,255,255
15003,169,255,255,255
15004,170,255,255,255
15005,125,255,255,255
15006,133,255,255,255
15007,90,255,255,255
15008,149,255,255,255
15009,153,255,255,255
15010,126,255,255,255
15011,160,255,255,255
15012,172,255,255,255
15013,134,255,255,255
15014,168,255,255,255
15015,109,255,255,255
15016,160,255,255,255
15017,152,255,255,255
15018,143,255,255,255
15019,155,255,255,255
15020,108,255,255,255
15021,103,255,255,255
15022,122,255,255,255
15023,86,255,255,255
15024,113,255,255,255
15025,140,255,255,255
15026,161,255,255,255
15027,98,255,255,255
15028,163,255,255,255
15029,117,255,255,255
15030,152,255,255,255
15031,111,255,255,255
15032,150,255,255,255
15033,156,255,255,255
15034,161,255,255,255
15035,182,255,255,255
15036,140,255,255,255
15037,50,255,255,255
15038,112,255,255,255
15039,83,255,255,255
15040,76,255,255,255
15041,109,255,255,255
15042,144,255,255,255
15043,116,255,255,255
15044,107,255,255,255
15045,74,255,255,255
15046,91,255,255,255
15047,139,255,255,255
15048,119,255,255,255
15049,145,255,255,255
15050,122,255,255,255
15051,114,255,255,255
15052,121,255,255,255
15053,166,255,255,255
15054,110,255,255,255
15055,135,255,255,255
15056,149,255,255,255
15057,127,255,255,255
15058,166,255,255,255
15059,85,255,255,255
15060,135,255,255,255
15061,149,255,255,255
15062,147,255,255,255
15063,111,255,255,255
15064,78,255,255,255
15065,171,255,255,255
15066,183,255,255,255
15067,148,255,255,255
15068,151,255,255,255
15069,170,255,255,255
15070,157,255,255,255
15071,147,255,255,255
15072,124,255,255,255
15073,111,255,255,255
15074,100,255,255,255
15075,99,255,255,255
15076,153,255,255,255
15077,45,255,255,255
15078,170,255,255,255
15079,144,255,255,255
15080,155,255,255,255
15081,129,255,255,255
15082,72,255,255,255
15083,150,255,255,255
15084,117,255,255,255
15085,104,255,255,255
15086,102,255,255,255
15087,166,255,255,255
15088,147,255,255,255
15089,105,255,255,255
15090,128,255,255,255
15091,140,255,255,255
15092,136,255,255,255
15093,133,255,255,255
15094,175,255,255,255
15095,123,255,255,255
15096,146,255,255,255
15097,85,255,255,255
15098,149,255,255,255
15099,119,255,255,255
15100,139,255,255,255
15101,143,255,255,255
15102,125,255,255,255
15103,140,255,255,255
15104,67,255,255,255
15105,137,255,255,255
15106,164,255,255,255
15107,154,255,255,255
15108,139,255,255,255
15109,116,255,255,255
15110,129,255,255,255
15111,154,255,255,255
15112,96,255,255,255
15113,137,255,255,255
15114,151,255,255,255
15115,166,255,255,255
15116,91,255,255,255
15117,114,255,255,255
15118,70,255,255,255
15119,142,255,255,255
15120,159,255,255,255
15121,175,255,255,255
15122,140,255,255,255
15123,88,255,255,255
15124,84,255,255,255
15125,156,255,255,255
15126,130,255,255,255
15127,134,255,255,255
15128,117,255,255,255
15129,98,255,255,255
15130,107,255,255,255
15131,130,255,255,255
15132,119,255,255,255
15133,109,255,255,255
15134,137,255,255,255
15135,133,255,255,255
15136,124,255,255,255
15137,147,255,255,255
15138,114,255,255,255
15139,55,255,255,255
15140,111,255,255,255
15141,89,255,255,255
15142,93,255,255,255
15143,156,255,255,255
15144,145,255,255,255
15145,160,255,255,255
15146,140,255,255,255
15147,160,255,255,255
15148,159,255,255,255
15149,163,255,255,255
15150,167,255,255,255
15151,157,255,255,255
15152,120,255,255,255
15153,88,255,255,255
15154,113,255,255,255
15155,125,255,255,255
15156,148,255,255,255
15157,104,255,255,255
15158,25,255,255,255
15159,70,255,255,255
15160,98,255,255,255
15161,121,255,255,255
15162,73,255,255,255
15163,150,255,255,255
15164,128,255,255,255
15165,183,255,255,255
15166,129,255,255,255
15167,71,255,255,255
15168,90,255,255,255
15169,119,255,255,255
15170,127,255,255,255
15171,145,255,255,255
15172,87,255,255,255
15173,155,255,255,255
