 ,Area,Mean,Min,Max
38872,139,255,255,255
38873,93,255,255,255
38874,84,255,255,255
38875,135,255,255,255
38876,109,255,255,255
38877,155,255,255,255
38878,125,255,255,255
38879,140,255,255,255
38880,121,255,255,255
38881,103,255,255,255
38882,105,255,255,255
38883,100,255,255,255
38884,79,255,255,255
38885,166,255,255,255
38886,140,255,255,255
38887,105,255,255,255
38888,142,255,255,255
38889,179,255,255,255
38890,89,255,255,255
38891,141,255,255,255
38892,108,255,255,255
38893,114,255,255,255
38894,132,255,255,255
38895,120,255,255,255
38896,125,255,255,255
38897,113,255,255,255
38898,76,255,255,255
38899,103,255,255,255
38900,134,255,255,255
38901,91,255,255,255
38902,95,255,255,255
38903,172,255,255,255
38904,85,255,255,255
38905,133,255,255,255
38906,77,255,255,255
38907,158,255,255,255
38908,112,255,255,255
38909,130,255,255,255
38910,100,255,255,255
38911,156,255,255,255
38912,163,255,255,255
38913,150,255,255,255
38914,51,255,255,255
38915,106,255,255,255
38916,109,255,255,255
38917,117,255,255,255
38918,112,255,255,255
38919,128,255,255,255
38920,77,255,255,255
38921,99,255,255,255
38922,113,255,255,255
38923,117,255,255,255
38924,103,255,255,255
38925,101,255,255,255
38926,54,255,255,255
38927,68,255,255,255
38928,76,255,255,255
38929,78,255,255,255
38930,87,255,255,255
38931,124,255,255,255
38932,88,255,255,255
38933,114,255,255,255
38934,81,255,255,255
38935,117,255,255,255
38936,129,255,255,255
38937,120,255,255,255
38938,92,255,255,255
38939,116,255,255,255
38940,109,255,255,255
38941,139,255,255,255
38942,104,255,255,255
38943,80,255,255,255
38944,112,255,255,255
38945,94,255,255,255
38946,64,255,255,255
38947,127,255,255,255
38948,104,255,255,255
38949,131,255,255,255
38950,97,255,255,255
38951,83,255,255,255
38952,76,255,255,255
38953,112,255,255,255
38954,137,255,255,255
38955,119,255,255,255
38956,135,255,255,255
38957,96,255,255,255
38958,129,255,255,255
38959,143,255,255,255
38960,113,255,255,255
38961,92,255,255,255
38962,113,255,255,255
38963,86,255,255,255
38964,64,255,255,255
38965,113,255,255,255
38966,130,255,255,255
38967,158,255,255,255
38968,90,255,255,255
38969,70,255,255,255
38970,132,255,255,255
38971,74,255,255,255
38972,82,255,255,255
38973,121,255,255,255
38974,79,255,255,255
38975,101,255,255,255
38976,95,255,255,255
38977,133,255,255,255
38978,66,255,255,255
38979,76,255,255,255
38980,91,255,255,255
38981,148,255,255,255
38982,75,255,255,255
38983,114,255,255,255
38984,110,255,255,255
38985,123,255,255,255
38986,134,255,255,255
38987,102,255,255,255
38988,108,255,255,255
38989,68,255,255,255
38990,85,255,255,255
38991,114,255,255,255
38992,71,255,255,255
38993,135,255,255,255
38994,69,255,255,255
38995,114,255,255,255
38996,144,255,255,255
38997,148,255,255,255
38998,150,255,255,255
38999,90,255,255,255
39000,143,255,255,255
39001,103,255,255,255
39002,118,255,255,255
39003,104,255,255,255
39004,95,255,255,255
39005,135,255,255,255
39006,92,255,255,255
39007,152,255,255,255
39008,174,255,255,255
39009,127,255,255,255
39010,69,255,255,255
39011,43,255,255,255
39012,86,255,255,255
39013,107,255,255,255
39014,131,255,255,255
39015,148,255,255,255
39016,99,255,255,255
39017,113,255,255,255
39018,127,255,255,255
39019,60,255,255,255
39020,110,255,255,255
39021,74,255,255,255
39022,83,255,255,255
39023,120,255,255,255
39024,120,255,255,255
39025,111,255,255,255
39026,151,255,255,255
39027,169,255,255,255
39028,61,255,255,255
39029,147,255,255,255
39030,86,255,255,255
39031,86,255,255,255
39032,170,255,255,255
39033,161,255,255,255
39034,127,255,255,255
39035,138,255,255,255
39036,131,255,255,255
39037,144,255,255,255
39038,86,255,255,255
39039,115,255,255,255
39040,108,255,255,255
39041,99,255,255,255
39042,148,255,255,255
39043,136,255,255,255
39044,136,255,255,255
39045,195,255,255,255
39046,83,255,255,255
39047,140,255,255,255
39048,127,255,255,255
39049,142,255,255,255
39050,128,255,255,255
39051,84,255,255,255
39052,107,255,255,255
39053,108,255,255,255
39054,155,255,255,255
39055,131,255,255,255
39056,122,255,255,255
39057,68,255,255,255
39058,108,255,255,255
39059,100,255,255,255
39060,172,255,255,255
39061,129,255,255,255
39062,83,255,255,255
39063,101,255,255,255
39064,178,255,255,255
39065,119,255,255,255
39066,67,255,255,255
39067,124,255,255,255
39068,73,255,255,255
39069,172,255,255,255
39070,127,255,255,255
39071,113,255,255,255
39072,115,255,255,255
39073,143,255,255,255
39074,142,255,255,255
39075,90,255,255,255
39076,117,255,255,255
39077,122,255,255,255
39078,96,255,255,255
39079,168,255,255,255
39080,119,255,255,255
39081,82,255,255,255
39082,67,255,255,255
39083,159,255,255,255
39084,106,255,255,255
39085,126,255,255,255
39086,53,255,255,255
39087,73,255,255,255
39088,129,255,255,255
39089,116,255,255,255
39090,123,255,255,255
39091,152,255,255,255
39092,94,255,255,255
39093,91,255,255,255
39094,146,255,255,255
39095,72,255,255,255
39096,135,255,255,255
39097,84,255,255,255
39098,166,255,255,255
39099,117,255,255,255
39100,69,255,255,255
39101,127,255,255,255
39102,105,255,255,255
39103,96,255,255,255
39104,121,255,255,255
39105,117,255,255,255
39106,143,255,255,255
39107,84,255,255,255
39108,93,255,255,255
39109,151,255,255,255
39110,130,255,255,255
39111,167,255,255,255
39112,153,255,255,255
39113,130,255,255,255
39114,98,255,255,255
39115,133,255,255,255
39116,139,255,255,255
39117,160,255,255,255
39118,130,255,255,255
39119,89,255,255,255
39120,125,255,255,255
39121,152,255,255,255
39122,91,255,255,255
39123,160,255,255,255
39124,87,255,255,255
39125,76,255,255,255
39126,150,255,255,255
39127,151,255,255,255
39128,92,255,255,255
39129,64,255,255,255
39130,136,255,255,255
39131,118,255,255,255
39132,145,255,255,255
39133,141,255,255,255
39134,113,255,255,255
39135,99,255,255,255
39136,139,255,255,255
39137,162,255,255,255
39138,91,255,255,255
39139,90,255,255,255
39140,153,255,255,255
39141,124,255,255,255
39142,97,255,255,255
39143,144,255,255,255
39144,81,255,255,255
39145,92,255,255,255
39146,145,255,255,255
39147,65,255,255,255
39148,130,255,255,255
39149,107,255,255,255
39150,91,255,255,255
39151,87,255,255,255
39152,162,255,255,255
39153,128,255,255,255
39154,120,255,255,255
39155,74,255,255,255
39156,150,255,255,255
39157,138,255,255,255
39158,120,255,255,255
39159,157,255,255,255
39160,148,255,255,255
39161,79,255,255,255
39162,164,255,255,255
39163,68,255,255,255
39164,163,255,255,255
39165,132,255,255,255
39166,134,255,255,255
39167,95,255,255,255
39168,121,255,255,255
39169,142,255,255,255
39170,149,255,255,255
39171,126,255,255,255
39172,126,255,255,255
39173,159,255,255,255
39174,122,255,255,255
39175,163,255,255,255
39176,121,255,255,255
39177,108,255,255,255
39178,146,255,255,255
39179,129,255,255,255
39180,133,255,255,255
39181,102,255,255,255
39182,95,255,255,255
39183,123,255,255,255
39184,141,255,255,255
39185,162,255,255,255
39186,149,255,255,255
39187,139,255,255,255
39188,102,255,255,255
39189,122,255,255,255
39190,97,255,255,255
39191,120,255,255,255
39192,96,255,255,255
39193,128,255,255,255
39194,114,255,255,255
39195,135,255,255,255
39196,94,255,255,255
39197,131,255,255,255
39198,107,255,255,255
39199,170,255,255,255
39200,166,255,255,255
39201,85,255,255,255
39202,117,255,255,255
39203,132,255,255,255
39204,139,255,255,255
39205,145,255,255,255
39206,86,255,255,255
39207,79,255,255,255
39208,88,255,255,255
39209,133,255,255,255
39210,147,255,255,255
39211,132,255,255,255
39212,116,255,255,255
39213,117,255,255,255
39214,119,255,255,255
39215,90,255,255,255
39216,86,255,255,255
39217,109,255,255,255
39218,94,255,255,255
39219,128,255,255,255
39220,112,255,255,255
39221,137,255,255,255
39222,158,255,255,255
39223,98,255,255,255
39224,119,255,255,255
39225,76,255,255,255
39226,133,255,255,255
39227,133,255,255,255
39228,126,255,255,255
39229,138,255,255,255
39230,115,255,255,255
39231,113,255,255,255
39232,110,255,255,255
39233,120,255,255,255
39234,119,255,255,255
39235,92,255,255,255
39236,119,255,255,255
39237,147,255,255,255
39238,70,255,255,255
39239,22,255,255,255
39240,108,255,255,255
39241,119,255,255,255
39242,52,255,255,255
39243,106,255,255,255
39244,106,255,255,255
39245,108,255,255,255
39246,113,255,255,255
39247,146,255,255,255
39248,166,255,255,255
39249,119,255,255,255
39250,99,255,255,255
39251,133,255,255,255
39252,106,255,255,255
39253,104,255,255,255
39254,116,255,255,255
39255,93,255,255,255
39256,118,255,255,255
39257,90,255,255,255
39258,196,255,255,255
39259,219,255,255,255
39260,131,255,255,255
39261,94,255,255,255
39262,111,255,255,255
39263,141,255,255,255
39264,91,255,255,255
39265,124,255,255,255
39266,103,255,255,255
39267,117,255,255,255
39268,157,255,255,255
39269,110,255,255,255
39270,85,255,255,255
39271,59,255,255,255
39272,150,255,255,255
39273,136,255,255,255
39274,66,255,255,255
39275,106,255,255,255
39276,102,255,255,255
39277,59,255,255,255
39278,105,255,255,255
39279,131,255,255,255
39280,78,255,255,255
39281,115,255,255,255
39282,44,255,255,255
39283,89,255,255,255
39284,73,255,255,255
39285,126,255,255,255
39286,168,255,255,255
39287,66,255,255,255
39288,65,255,255,255
39289,182,255,255,255
39290,147,255,255,255
39291,177,255,255,255
39292,109,255,255,255
39293,181,255,255,255
39294,87,255,255,255
39295,66,255,255,255
39296,193,255,255,255
39297,103,255,255,255
39298,137,255,255,255
39299,60,255,255,255
39300,122,255,255,255
39301,140,255,255,255
39302,126,255,255,255
39303,136,255,255,255
39304,92,255,255,255
39305,99,255,255,255
39306,134,255,255,255
39307,47,255,255,255
39308,140,255,255,255
39309,82,255,255,255
39310,154,255,255,255
39311,157,255,255,255
39312,134,255,255,255
39313,129,255,255,255
39314,87,255,255,255
39315,132,255,255,255
39316,163,255,255,255
39317,127,255,255,255
39318,158,255,255,255
39319,110,255,255,255
39320,82,255,255,255
39321,93,255,255,255
39322,124,255,255,255
39323,100,255,255,255
39324,135,255,255,255
39325,78,255,255,255
39326,154,255,255,255
39327,91,255,255,255
39328,72,255,255,255
39329,142,255,255,255
39330,144,255,255,255
39331,105,255,255,255
39332,157,255,255,255
39333,133,255,255,255
39334,106,255,255,255
39335,137,255,255,255
39336,142,255,255,255
39337,85,255,255,255
39338,134,255,255,255
39339,172,255,255,255
39340,61,255,255,255
39341,143,255,255,255
39342,218,255,255,255
39343,110,255,255,255
39344,102,255,255,255
39345,65,255,255,255
39346,59,255,255,255
39347,103,255,255,255
39348,169,255,255,255
39349,79,255,255,255
39350,96,255,255,255
39351,55,255,255,255
39352,82,255,255,255
39353,90,255,255,255
39354,93,255,255,255
39355,105,255,255,255
39356,67,255,255,255
39357,159,255,255,255
39358,84,255,255,255
39359,109,255,255,255
39360,153,255,255,255
39361,115,255,255,255
39362,99,255,255,255
39363,63,255,255,255
39364,136,255,255,255
39365,118,255,255,255
39366,123,255,255,255
39367,121,255,255,255
39368,160,255,255,255
39369,126,255,255,255
39370,133,255,255,255
39371,66,255,255,255
39372,152,255,255,255
39373,116,255,255,255
39374,97,255,255,255
39375,91,255,255,255
39376,110,255,255,255
39377,74,255,255,255
39378,68,255,255,255
39379,140,255,255,255
39380,153,255,255,255
39381,165,255,255,255
39382,101,255,255,255
39383,129,255,255,255
39384,110,255,255,255
39385,68,255,255,255
39386,115,255,255,255
39387,156,255,255,255
39388,81,255,255,255
39389,142,255,255,255
39390,137,255,255,255
39391,69,255,255,255
39392,171,255,255,255
39393,122,255,255,255
39394,148,255,255,255
39395,116,255,255,255
39396,133,255,255,255
39397,116,255,255,255
39398,103,255,255,255
39399,91,255,255,255
39400,136,255,255,255
39401,113,255,255,255
39402,158,255,255,255
39403,117,255,255,255
39404,87,255,255,255
39405,57,255,255,255
39406,137,255,255,255
39407,117,255,255,255
39408,111,255,255,255
39409,75,255,255,255
39410,93,255,255,255
39411,113,255,255,255
39412,103,255,255,255
39413,90,255,255,255
39414,95,255,255,255
39415,66,255,255,255
39416,77,255,255,255
39417,88,255,255,255
39418,135,255,255,255
39419,88,255,255,255
39420,103,255,255,255
39421,155,255,255,255
39422,104,255,255,255
39423,81,255,255,255
39424,195,255,255,255
39425,84,255,255,255
39426,124,255,255,255
39427,122,255,255,255
39428,101,255,255,255
39429,112,255,255,255
39430,189,255,255,255
39431,48,255,255,255
39432,86,255,255,255
39433,68,255,255,255
39434,73,255,255,255
39435,149,255,255,255
39436,73,255,255,255
39437,118,255,255,255
39438,50,255,255,255
39439,97,255,255,255
39440,147,255,255,255
39441,85,255,255,255
39442,67,255,255,255
39443,74,255,255,255
39444,135,255,255,255
39445,73,255,255,255
39446,143,255,255,255
39447,128,255,255,255
39448,115,255,255,255
39449,132,255,255,255
39450,96,255,255,255
39451,78,255,255,255
39452,122,255,255,255
39453,77,255,255,255
39454,145,255,255,255
39455,38,255,255,255
39456,82,255,255,255
39457,95,255,255,255
39458,91,255,255,255
39459,99,255,255,255
39460,139,255,255,255
39461,68,255,255,255
39462,97,255,255,255
39463,144,255,255,255
39464,143,255,255,255
39465,72,255,255,255
39466,64,255,255,255
39467,112,255,255,255
39468,111,255,255,255
39469,111,255,255,255
39470,91,255,255,255
39471,116,255,255,255
39472,143,255,255,255
39473,95,255,255,255
39474,82,255,255,255
39475,62,255,255,255
39476,94,255,255,255
39477,193,255,255,255
39478,69,255,255,255
39479,89,255,255,255
39480,105,255,255,255
39481,153,255,255,255
39482,163,255,255,255
39483,128,255,255,255
39484,37,255,255,255
39485,163,255,255,255
39486,115,255,255,255
39487,150,255,255,255
39488,106,255,255,255
39489,97,255,255,255
39490,87,255,255,255
39491,108,255,255,255
39492,100,255,255,255
39493,160,255,255,255
39494,119,255,255,255
39495,99,255,255,255
39496,81,255,255,255
39497,104,255,255,255
39498,72,255,255,255
39499,107,255,255,255
39500,111,255,255,255
39501,110,255,255,255
39502,91,255,255,255
39503,61,255,255,255
39504,78,255,255,255
39505,140,255,255,255
39506,114,255,255,255
39507,156,255,255,255
39508,80,255,255,255
39509,94,255,255,255
39510,137,255,255,255
39511,106,255,255,255
39512,50,255,255,255
39513,92,255,255,255
39514,125,255,255,255
39515,123,255,255,255
39516,107,255,255,255
39517,102,255,255,255
39518,77,255,255,255
39519,100,255,255,255
39520,140,255,255,255
39521,104,255,255,255
39522,82,255,255,255
39523,156,255,255,255
39524,86,255,255,255
39525,129,255,255,255
39526,120,255,255,255
39527,166,255,255,255
39528,138,255,255,255
39529,169,255,255,255
39530,104,255,255,255
39531,130,255,255,255
39532,190,255,255,255
39533,72,255,255,255
39534,131,255,255,255
39535,137,255,255,255
39536,137,255,255,255
39537,114,255,255,255
39538,127,255,255,255
39539,103,255,255,255
39540,98,255,255,255
39541,90,255,255,255
39542,57,255,255,255
39543,159,255,255,255
39544,101,255,255,255
39545,93,255,255,255
39546,75,255,255,255
39547,88,255,255,255
39548,113,255,255,255
39549,150,255,255,255
39550,117,255,255,255
39551,120,255,255,255
39552,110,255,255,255
39553,67,255,255,255
39554,106,255,255,255
39555,141,255,255,255
39556,111,255,255,255
39557,85,255,255,255
39558,157,255,255,255
39559,106,255,255,255
39560,116,255,255,255
39561,112,255,255,255
39562,75,255,255,255
39563,109,255,255,255
39564,163,255,255,255
39565,91,255,255,255
39566,168,255,255,255
39567,59,255,255,255
39568,128,255,255,255
39569,104,255,255,255
39570,82,255,255,255
39571,73,255,255,255
39572,107,255,255,255
39573,76,255,255,255
39574,95,255,255,255
39575,121,255,255,255
39576,139,255,255,255
39577,68,255,255,255
39578,66,255,255,255
39579,73,255,255,255
39580,57,255,255,255
39581,163,255,255,255
39582,99,255,255,255
39583,129,255,255,255
39584,132,255,255,255
39585,122,255,255,255
39586,128,255,255,255
39587,59,255,255,255
39588,114,255,255,255
39589,111,255,255,255
39590,144,255,255,255
39591,91,255,255,255
39592,88,255,255,255
39593,95,255,255,255
39594,104,255,255,255
39595,121,255,255,255
39596,127,255,255,255
39597,76,255,255,255
39598,91,255,255,255
39599,137,255,255,255
39600,152,255,255,255
39601,143,255,255,255
39602,137,255,255,255
39603,152,255,255,255
39604,107,255,255,255
39605,114,255,255,255
39606,159,255,255,255
39607,164,255,255,255
39608,135,255,255,255
39609,120,255,255,255
39610,49,255,255,255
39611,58,255,255,255
39612,72,255,255,255
39613,93,255,255,255
39614,73,255,255,255
39615,139,255,255,255
39616,100,255,255,255
39617,91,255,255,255
39618,89,255,255,255
39619,118,255,255,255
39620,137,255,255,255
39621,78,255,255,255
39622,101,255,255,255
39623,152,255,255,255
39624,156,255,255,255
39625,85,255,255,255
39626,207,255,255,255
39627,93,255,255,255
39628,157,255,255,255
39629,90,255,255,255
39630,95,255,255,255
39631,100,255,255,255
39632,173,255,255,255
39633,81,255,255,255
39634,150,255,255,255
39635,92,255,255,255
39636,153,255,255,255
39637,151,255,255,255
39638,74,255,255,255
39639,68,255,255,255
39640,130,255,255,255
39641,186,255,255,255
39642,105,255,255,255
39643,88,255,255,255
39644,160,255,255,255
39645,87,255,255,255
39646,146,255,255,255
39647,116,255,255,255
39648,110,255,255,255
39649,110,255,255,255
39650,74,255,255,255
39651,77,255,255,255
39652,67,255,255,255
39653,64,255,255,255
39654,91,255,255,255
39655,88,255,255,255
39656,78,255,255,255
39657,87,255,255,255
39658,231,255,255,255
39659,62,255,255,255
39660,130,255,255,255
39661,96,255,255,255
39662,199,255,255,255
39663,140,255,255,255
39664,103,255,255,255
39665,58,255,255,255
39666,82,255,255,255
39667,84,255,255,255
39668,182,255,255,255
39669,191,255,255,255
39670,138,255,255,255
39671,147,255,255,255
39672,149,255,255,255
39673,94,255,255,255
39674,98,255,255,255
39675,115,255,255,255
39676,165,255,255,255
39677,150,255,255,255
39678,86,255,255,255
39679,141,255,255,255
39680,185,255,255,255
39681,127,255,255,255
39682,137,255,255,255
39683,79,255,255,255
39684,120,255,255,255
39685,158,255,255,255
39686,104,255,255,255
39687,86,255,255,255
39688,68,255,255,255
39689,125,255,255,255
39690,62,255,255,255
39691,160,255,255,255
39692,154,255,255,255
39693,52,255,255,255
39694,126,255,255,255
39695,132,255,255,255
39696,77,255,255,255
39697,67,255,255,255
39698,184,255,255,255
39699,103,255,255,255
39700,81,255,255,255
39701,122,255,255,255
39702,93,255,255,255
39703,180,255,255,255
39704,132,255,255,255
39705,168,255,255,255
39706,71,255,255,255
39707,102,255,255,255
39708,64,255,255,255
39709,93,255,255,255
39710,117,255,255,255
39711,106,255,255,255
39712,76,255,255,255
39713,55,255,255,255
39714,72,255,255,255
39715,124,255,255,255
39716,123,255,255,255
39717,171,255,255,255
39718,71,255,255,255
39719,113,255,255,255
39720,114,255,255,255
39721,118,255,255,255
39722,63,255,255,255
39723,93,255,255,255
39724,78,255,255,255
39725,142,255,255,255
39726,115,255,255,255
39727,130,255,255,255
39728,177,255,255,255
39729,70,255,255,255
39730,120,255,255,255
39731,104,255,255,255
39732,101,255,255,255
39733,70,255,255,255
39734,152,255,255,255
39735,115,255,255,255
39736,120,255,255,255
39737,121,255,255,255
39738,120,255,255,255
39739,116,255,255,255
39740,96,255,255,255
39741,72,255,255,255
39742,99,255,255,255
39743,108,255,255,255
39744,67,255,255,255
39745,82,255,255,255
39746,149,255,255,255
39747,67,255,255,255
39748,88,255,255,255
39749,121,255,255,255
39750,120,255,255,255
39751,69,255,255,255
39752,87,255,255,255
39753,117,255,255,255
39754,83,255,255,255
39755,131,255,255,255
39756,69,255,255,255
39757,116,255,255,255
39758,69,255,255,255
39759,117,255,255,255
39760,124,255,255,255
39761,66,255,255,255
39762,84,255,255,255
39763,79,255,255,255
39764,116,255,255,255
39765,161,255,255,255
39766,70,255,255,255
39767,136,255,255,255
39768,88,255,255,255
39769,123,255,255,255
39770,98,255,255,255
39771,81,255,255,255
39772,122,255,255,255
39773,105,255,255,255
39774,65,255,255,255
39775,35,255,255,255
39776,110,255,255,255
39777,114,255,255,255
39778,119,255,255,255
39779,128,255,255,255
39780,94,255,255,255
39781,166,255,255,255
39782,82,255,255,255
39783,98,255,255,255
39784,82,255,255,255
39785,124,255,255,255
39786,79,255,255,255
39787,104,255,255,255
39788,151,255,255,255
39789,91,255,255,255
39790,81,255,255,255
39791,76,255,255,255
39792,85,255,255,255
39793,119,255,255,255
39794,156,255,255,255
39795,164,255,255,255
39796,81,255,255,255
39797,102,255,255,255
39798,86,255,255,255
39799,102,255,255,255
39800,137,255,255,255
39801,98,255,255,255
39802,120,255,255,255
39803,129,255,255,255
39804,84,255,255,255
39805,154,255,255,255
39806,58,255,255,255
39807,105,255,255,255
39808,107,255,255,255
39809,181,255,255,255
39810,58,255,255,255
39811,159,255,255,255
39812,174,255,255,255
39813,110,255,255,255
39814,87,255,255,255
39815,124,255,255,255
39816,166,255,255,255
39817,97,255,255,255
39818,135,255,255,255
39819,118,255,255,255
39820,84,255,255,255
39821,152,255,255,255
39822,112,255,255,255
39823,86,255,255,255
39824,103,255,255,255
39825,71,255,255,255
39826,182,255,255,255
39827,74,255,255,255
39828,168,255,255,255
39829,54,255,255,255
39830,53,255,255,255
39831,101,255,255,255
39832,118,255,255,255
39833,138,255,255,255
39834,62,255,255,255
39835,83,255,255,255
39836,96,255,255,255
39837,68,255,255,255
39838,149,255,255,255
39839,124,255,255,255
39840,112,255,255,255
39841,53,255,255,255
39842,85,255,255,255
39843,95,255,255,255
39844,81,255,255,255
39845,141,255,255,255
39846,96,255,255,255
39847,121,255,255,255
39848,105,255,255,255
39849,83,255,255,255
39850,94,255,255,255
39851,157,255,255,255
39852,66,255,255,255
39853,131,255,255,255
39854,123,255,255,255
39855,166,255,255,255
39856,96,255,255,255
39857,128,255,255,255
39858,77,255,255,255
39859,112,255,255,255
39860,176,255,255,255
39861,146,255,255,255
39862,100,255,255,255
39863,83,255,255,255
39864,166,255,255,255
39865,96,255,255,255
39866,172,255,255,255
39867,103,255,255,255
39868,114,255,255,255
39869,167,255,255,255
39870,129,255,255,255
39871,135,255,255,255
39872,130,255,255,255
39873,66,255,255,255
39874,153,255,255,255
39875,127,255,255,255
39876,93,255,255,255
39877,139,255,255,255
39878,69,255,255,255
39879,102,255,255,255
39880,98,255,255,255
39881,22,255,255,255
39882,154,255,255,255
39883,148,255,255,255
39884,184,255,255,255
39885,152,255,255,255
39886,88,255,255,255
39887,113,255,255,255
39888,59,255,255,255
39889,179,255,255,255
39890,93,255,255,255
39891,75,255,255,255
39892,144,255,255,255
39893,86,255,255,255
39894,90,255,255,255
39895,141,255,255,255
39896,122,255,255,255
39897,124,255,255,255
39898,60,255,255,255
39899,148,255,255,255
39900,159,255,255,255
39901,103,255,255,255
39902,124,255,255,255
39903,103,255,255,255
39904,120,255,255,255
39905,167,255,255,255
39906,193,255,255,255
39907,63,255,255,255
39908,69,255,255,255
39909,92,255,255,255
39910,143,255,255,255
39911,97,255,255,255
39912,120,255,255,255
39913,180,255,255,255
39914,96,255,255,255
39915,117,255,255,255
39916,90,255,255,255
39917,71,255,255,255
39918,138,255,255,255
39919,118,255,255,255
39920,138,255,255,255
39921,171,255,255,255
39922,161,255,255,255
39923,148,255,255,255
39924,126,255,255,255
39925,58,255,255,255
39926,95,255,255,255
39927,177,255,255,255
39928,151,255,255,255
39929,96,255,255,255
39930,111,255,255,255
39931,170,255,255,255
39932,126,255,255,255
39933,78,255,255,255
39934,86,255,255,255
39935,104,255,255,255
39936,139,255,255,255
39937,132,255,255,255
39938,95,255,255,255
39939,222,255,255,255
39940,123,255,255,255
39941,190,255,255,255
39942,214,255,255,255
39943,93,255,255,255
39944,152,255,255,255
39945,100,255,255,255
39946,63,255,255,255
39947,108,255,255,255
39948,88,255,255,255
39949,114,255,255,255
39950,121,255,255,255
39951,81,255,255,255
39952,135,255,255,255
39953,67,255,255,255
39954,123,255,255,255
39955,225,255,255,255
39956,114,255,255,255
39957,116,255,255,255
39958,109,255,255,255
39959,111,255,255,255
39960,179,255,255,255
39961,171,255,255,255
39962,196,255,255,255
39963,145,255,255,255
39964,125,255,255,255
39965,115,255,255,255
39966,171,255,255,255
39967,61,255,255,255
39968,84,255,255,255
39969,111,255,255,255
39970,69,255,255,255
39971,112,255,255,255
39972,73,255,255,255
39973,155,255,255,255
39974,93,255,255,255
39975,133,255,255,255
39976,161,255,255,255
39977,116,255,255,255
39978,84,255,255,255
39979,86,255,255,255
39980,106,255,255,255
39981,100,255,255,255
39982,110,255,255,255
39983,139,255,255,255
39984,88,255,255,255
39985,66,255,255,255
39986,147,255,255,255
39987,125,255,255,255
39988,110,255,255,255
39989,119,255,255,255
39990,145,255,255,255
39991,132,255,255,255
39992,116,255,255,255
39993,104,255,255,255
39994,104,255,255,255
39995,148,255,255,255
39996,127,255,255,255
39997,193,255,255,255
39998,91,255,255,255
39999,88,255,255,255
40000,156,255,255,255
40001,97,255,255,255
40002,138,255,255,255
40003,107,255,255,255
40004,203,255,255,255
40005,118,255,255,255
40006,80,255,255,255
40007,203,255,255,255
40008,96,255,255,255
40009,115,255,255,255
40010,137,255,255,255
40011,105,255,255,255
40012,116,255,255,255
40013,135,255,255,255
40014,148,255,255,255
40015,128,255,255,255
40016,98,255,255,255
40017,152,255,255,255
40018,75,255,255,255
40019,101,255,255,255
40020,123,255,255,255
40021,108,255,255,255
40022,168,255,255,255
40023,104,255,255,255
40024,62,255,255,255
40025,70,255,255,255
40026,167,255,255,255
40027,146,255,255,255
40028,71,255,255,255
40029,60,255,255,255
40030,104,255,255,255
40031,86,255,255,255
40032,138,255,255,255
40033,136,255,255,255
40034,97,255,255,255
40035,92,255,255,255
40036,123,255,255,255
40037,97,255,255,255
40038,120,255,255,255
40039,137,255,255,255
40040,234,255,255,255
40041,158,255,255,255
40042,177,255,255,255
40043,133,255,255,255
40044,170,255,255,255
40045,153,255,255,255
40046,130,255,255,255
40047,125,255,255,255
40048,149,255,255,255
40049,106,255,255,255
40050,182,255,255,255
40051,206,255,255,255
40052,175,255,255,255
40053,97,255,255,255
40054,89,255,255,255
40055,152,255,255,255
40056,156,255,255,255
40057,172,255,255,255
40058,142,255,255,255
40059,144,255,255,255
40060,96,255,255,255
40061,75,255,255,255
40062,99,255,255,255
40063,180,255,255,255
40064,169,255,255,255
40065,178,255,255,255
40066,165,255,255,255
40067,169,255,255,255
40068,110,255,255,255
40069,186,255,255,255
40070,75,255,255,255
40071,116,255,255,255
40072,177,255,255,255
40073,79,255,255,255
40074,93,255,255,255
40075,132,255,255,255
40076,125,255,255,255
40077,178,255,255,255
40078,148,255,255,255
40079,72,255,255,255
40080,72,255,255,255
40081,141,255,255,255
40082,135,255,255,255
40083,179,255,255,255
40084,192,255,255,255
40085,104,255,255,255
40086,104,255,255,255
40087,119,255,255,255
40088,99,255,255,255
40089,174,255,255,255
40090,161,255,255,255
40091,102,255,255,255
40092,83,255,255,255
40093,155,255,255,255
40094,88,255,255,255
40095,152,255,255,255
40096,100,255,255,255
40097,179,255,255,255
40098,98,255,255,255
40099,130,255,255,255
40100,163,255,255,255
40101,168,255,255,255
40102,182,255,255,255
40103,105,255,255,255
40104,127,255,255,255
40105,172,255,255,255
40106,117,255,255,255
40107,143,255,255,255
40108,84,255,255,255
40109,121,255,255,255
40110,116,255,255,255
40111,145,255,255,255
40112,75,255,255,255
40113,81,255,255,255
40114,174,255,255,255
40115,88,255,255,255
40116,194,255,255,255
40117,105,255,255,255
40118,85,255,255,255
40119,143,255,255,255
40120,155,255,255,255
40121,99,255,255,255
40122,130,255,255,255
40123,89,255,255,255
40124,151,255,255,255
40125,120,255,255,255
40126,146,255,255,255
40127,133,255,255,255
40128,94,255,255,255
40129,164,255,255,255
40130,111,255,255,255
40131,132,255,255,255
40132,70,255,255,255
40133,146,255,255,255
40134,107,255,255,255
40135,123,255,255,255
40136,75,255,255,255
40137,124,255,255,255
40138,170,255,255,255
40139,148,255,255,255
40140,64,255,255,255
40141,148,255,255,255
40142,167,255,255,255
